ObjectId;Country;ISO3;Indicator;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;Source
616;Netherlands, The;NLD;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;1;1;1;;;;6;;1;1;1;1;;1;2;;;;1;1;;3;1;1;1;;1;;1;3;;;1;;2;1;1;2;1;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
617;New Caledonia;NCL;Climate related disasters frequency, Number of Disasters: Storm;;3;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
618;New Caledonia;NCL;Climate related disasters frequency, Number of Disasters: TOTAL;;3;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
619;New Zealand;NZL;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
620;New Zealand;NZL;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
621;New Zealand;NZL;Climate related disasters frequency, Number of Disasters: Flood;2;1;;1;1;2;3;1;3;1;;1;;;1;;;1;1;1;1;;1;;2;1;1;;;;;;;;;2;1;1;1;;2;3;;2;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
622;New Zealand;NZL;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;1;;;;2;;;;1;1;;;1;;;1;;1;;1;;;;;1;1;;;;1;;;;1;1;3;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
623;New Zealand;NZL;Climate related disasters frequency, Number of Disasters: TOTAL;2;1;;1;1;2;3;2;4;1;;1;3;;1;;1;2;1;1;2;1;1;1;2;2;1;1;;;;;1;2;;2;1;2;1;;3;4;1;5;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
624;New Zealand;NZL;Climate related disasters frequency, Number of Disasters: Wildfire;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
625;Nicaragua;NIC;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;;;;1;;;1;;;1;1;;;;;;;;;;;;;1;;;;1;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
626;Nicaragua;NIC;Climate related disasters frequency, Number of Disasters: Flood;1;;;;;;;;;;1;;;;;;;;;1;1;;1;;;;;1;2;2;2;1;1;1;1;1;;1;1;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
627;Nicaragua;NIC;Climate related disasters frequency, Number of Disasters: Landslide;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
628;Nicaragua;NIC;Climate related disasters frequency, Number of Disasters: Storm;;;1;;;;;;1;;;;;1;;1;2;;1;;2;1;1;;1;2;;1;1;1;2;;;;;;1;1;;;2;;2;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
629;Nicaragua;NIC;Climate related disasters frequency, Number of Disasters: TOTAL;1;;1;;;;;;1;;1;1;;1;1;1;2;1;1;2;4;2;3;;2;2;;2;3;3;4;1;1;1;2;1;1;2;2;;2;;2;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
630;Nicaragua;NIC;Climate related disasters frequency, Number of Disasters: Wildfire;;;;;;;;;;;;1;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
631;Niger;NER;Climate related disasters frequency, Number of Disasters: Drought;1;;;;;;;;1;;1;;;;;;;1;;;;1;;;;1;;;;1;;1;;;;1;;1;;;1;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
632;Niger;NER;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;1;;;;;;1;;;;1;2;1;1;;1;;;1;1;1;1;2;2;1;2;1;1;2;2;1;2;2;1;1;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
633;Niger;NER;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
634;Niger;NER;Climate related disasters frequency, Number of Disasters: TOTAL;1;;;;;;;;2;;1;;;;1;;;1;1;2;1;2;1;1;;1;1;1;1;2;2;3;1;2;1;2;2;3;1;2;3;1;2;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
635;Nigeria;NGA;Climate related disasters frequency, Number of Disasters: Drought;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
636;Nigeria;NGA;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
637;Nigeria;NGA;Climate related disasters frequency, Number of Disasters: Flood;;;;;;1;;;1;;;;;;1;;;;2;3;6;3;1;1;5;2;3;3;;2;1;4;1;1;1;1;1;2;2;2;3;2;1;2;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
638;Nigeria;NGA;Climate related disasters frequency, Number of Disasters: Landslide;;;;;;;;;1;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
639;Nigeria;NGA;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;1;1;;;;1;;;;;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
640;Nigeria;NGA;Climate related disasters frequency, Number of Disasters: TOTAL;;1;;;;1;;;2;;;;1;;1;;;;2;4;9;3;2;1;5;2;3;3;;2;1;5;2;1;1;1;2;2;2;2;3;2;3;2;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
641;North Macedonia, Republic of ;MKD;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
642;North Macedonia, Republic of ;MKD;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;1;;;;;1;;1;;;1;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
643;North Macedonia, Republic of ;MKD;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;;;;;;;;1;;;;;;;1;2;1;1;1;;;;;;;1;;2;1;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
644;North Macedonia, Republic of ;MKD;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
645;North Macedonia, Republic of ;MKD;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;;;;;;;;;1;;1;;;;;1;1;1;2;2;2;1;2;;;;;1;1;1;2;1;1;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
646;North Macedonia, Republic of ;MKD;Climate related disasters frequency, Number of Disasters: Wildfire;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
647;Northern Mariana Islands;MNP;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;1;;;1;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
648;Northern Mariana Islands;MNP;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;1;;;1;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
649;Norway;NOR;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;;;;;;;;1;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
650;Norway;NOR;Climate related disasters frequency, Number of Disasters: Landslide;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
651;Norway;NOR;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;2;;1;1;;;;;;;;;;;;1;;;1;;;1;;;;;;;;;;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
652;Norway;NOR;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;;;;;;2;;1;1;;1;;;;;1;1;;;;1;;;1;;;1;;;;;;;;1;1;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
653;Oman;OMN;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;1;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
654;Oman;OMN;Climate related disasters frequency, Number of Disasters: Storm;;1;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;1;1;;;;1;;;2;;;2;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
655;Oman;OMN;Climate related disasters frequency, Number of Disasters: TOTAL;;1;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;1;1;;;;1;1;1;2;1;1;2;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
656;Pakistan;PAK;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
657;Pakistan;PAK;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;;;1;1;;;;;1;1;;1;1;1;2;1;;1;1;;;;;;;;1;1;;;1;;;;1;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
658;Pakistan;PAK;Climate related disasters frequency, Number of Disasters: Flood;1;1;1;1;1;;;;1;1;;1;2;1;1;3;1;2;1;2;;1;3;3;2;5;7;6;3;3;4;1;3;2;1;6;7;2;1;8;4;4;1;10;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
659;Pakistan;PAK;Climate related disasters frequency, Number of Disasters: Landslide;;;;2;;;;;;;;1;1;2;;;1;;1;;;2;;1;;1;1;3;;;2;;2;;;;;1;;;1;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
660;Pakistan;PAK;Climate related disasters frequency, Number of Disasters: Storm;1;1;;;;;1;;1;;;;;1;2;;;2;1;2;;1;1;1;;1;;1;;;1;;;;1;;1;2;;1;1;2;1;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
661;Pakistan;PAK;Climate related disasters frequency, Number of Disasters: TOTAL;2;2;1;3;1;;1;;2;1;1;3;3;4;3;3;3;5;3;6;1;5;6;6;2;8;9;10;3;3;7;1;5;2;3;7;8;5;2;10;6;6;4;12;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
662;Pakistan;PAK;Climate related disasters frequency, Number of Disasters: Wildfire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
663;Palau, Rep. of;PLW;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
664;Palau, Rep. of;PLW;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
665;Palau, Rep. of;PLW;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
666;Panama;PAN;Climate related disasters frequency, Number of Disasters: Drought;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;1;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
667;Panama;PAN;Climate related disasters frequency, Number of Disasters: Flood;;;;;1;;1;;;;;1;;;;1;;;;2;1;1;2;1;3;1;2;1;2;1;4;2;2;;1;1;;;;;1;2;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
668;Panama;PAN;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;1;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;1;1;;;2;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
669;Panama;PAN;Climate related disasters frequency, Number of Disasters: TOTAL;;;;1;1;;1;;1;;;1;1;;;1;;;1;2;1;1;2;1;3;1;3;1;2;1;4;2;2;1;1;2;1;1;1;;3;2;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
