ObjectId;Country;ISO3;Indicator;CTS Name;Unit;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
452;Equatorial Guinea, Rep. of;GNQ;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;;;;;;611000000;66337000000;1,13E+11;;;;;;;;;;;;;
453;Equatorial Guinea, Rep. of;GNQ;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;;;;;;0,009752841;0,750070075;1,596734687;;;;;;;;;;;;;
454;Equatorial Guinea, Rep. of;GNQ;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;;;;;;;;;;;;;;;100000000;100000000;240000000;240000000;240000000;270000000;;
455;Equatorial Guinea, Rep. of;GNQ;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;;;;;;;;;;;;;;;0,001282805;0,001501193;0,003387657;0,00329911;0,003604485;0,004644815;;
456;Equatorial Guinea, Rep. of;GNQ;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;;5273000000;5273000000;5273000000;5273000000;5273000000;5273000000;;
457;Equatorial Guinea, Rep. of;GNQ;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;;0,067642286;0,079157933;0,074429642;0,072484198;0,079193542;0,090711514;;
458;Estonia, Rep. of;EST;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;6600000;7400000;8900000;9800000;8700000;9000000;9600000;11300000;16300000;14800000;30600000;35700000;31500000;43500000;31300000;25000000;27900000;39400000;33400000;24700000;24500000;23200000;47700000;22900000;29400000;24400000;24800000;
459;Estonia, Rep. of;EST;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;0,230636977;0,201088596;0,194620174;0,192140286;0,16090551;0,145828101;0,137396648;0,14445362;0,186404587;0,151368401;0,269763481;0,26310107;0,192057595;0,261763249;0,221485353;0,169593857;0,167293768;0,21990669;0,176618839;0,123202896;0,118751203;0,106676967;0,200137369;0,088307303;0,105889739;0,088840407;0,078868065;
460;Estonia, Rep. of;EST;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;16600000;21700000;30000000;32100000;33700000;32800000;50700000;48300000;62500000;68200000;105100000;107500000;140200000;178700000;108900000;-38100000;-28700000;158300000;126000000;137000000;149500000;128800000;175300000;193400000;187300000;184200000;174400000;
461;Estonia, Rep. of;EST;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;0,580086943;0,58967872;0,656023057;0,629357467;0,623277664;0,531462413;0,725626049;0,61744335;0,714741515;0,697521956;0,926540583;0,792251121;0,854808726;1,075335463;0,770599199;-0,258461038;-0,172090722;0,883533733;0,666286637;0,683352096;0,724624686;0,59224109;0,73551532;0,74579181;0,674596872;0,670672252;0,554620587;
462;Estonia, Rep. of;EST;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;3000000;4700000;6700000;7000000;7900000;9800000;13000000;13700000;16700000;12100000;16600000;-5900000;20600000;22000000;200000;13300000;22100000;20400000;4000000;4200000;19600000;15300000;15600000;22600000;14500000;21400000;12000000;
463;Estonia, Rep. of;EST;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;0,10483499;0,127718432;0,146511816;0,137243061;0,146109601;0,158790599;0,186057961;0,175134035;0,190978933;0,123753895;0,14634228;-0,043481689;0,12559957;0,132386011;0,001415242;0,090223932;0,132515852;0,113860317;0,021151957;0,02094948;0,095000962;0,07035162;0,065453731;0,087150439;0,052224531;0,077917406;0,038161967;
464;Estonia, Rep. of;EST;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;1000000;1200000;1600000;2300000;2300000;2100000;2300000;2900000;3200000;4600000;6300000;6700000;10200000;12700000;9500000;19500000;15300000;14200000;19400000;19400000;20000000;19600000;19100000;17500000;20200000;22300000;20000000;
465;Estonia, Rep. of;EST;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;0,034944997;0,032608961;0,034987896;0,045094149;0,042538238;0,034026557;0,032917947;0,037072168;0,036594766;0,047046935;0,05553954;0,049377512;0,062190078;0,076422834;0,067223989;0,132283208;0,091741744;0,079255711;0,10258699;0,096766647;0,096939757;0,090123644;0,080138863;0,067483747;0,072754174;0,081194306;0,063603278;
466;Estonia, Rep. of;EST;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;300000;500000;600000;1000000;500000;500000;4500000;1000000;1100000;5800000;7200000;15700000;14500000;13500000;8200000;-150900000;-172300000;27800000;14100000;40200000;28300000;15000000;23300000;51900000;35000000;28300000;14900000;
467;Estonia, Rep. of;EST;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;0,010483499;0,013587067;0,013120461;0,019606152;0,009247443;0,008101561;0,064404679;0,012783506;0,012579451;0,059320049;0,06347376;0,115705513;0,088407465;0,08123687;0,058024917;-1,023668519;-1,033143954;0,155162589;0,074560647;0,200516455;0,137169757;0,068972177;0,097761021;0,200137513;0,126059213;0,103040308;0,047384442;
468;Estonia, Rep. of;EST;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;4600000;6100000;7300000;7700000;9300000;8200000;13300000;10200000;13900000;19600000;31000000;34800000;38200000;38700000;35600000;29200000;57400000;29700000;31500000;31100000;41400000;39500000;52700000;60000000;70000000;68500000;85800000;
469;Estonia, Rep. of;EST;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;0,160746984;0,165762221;0,159632277;0,150967368;0,172002441;0,132865603;0,190351607;0,130391763;0,158958513;0,200460855;0,273289801;0,25646827;0,232907941;0,232879029;0,251913053;0,198085625;0,344181445;0,165767226;0,166571659;0,155125914;0,200665298;0,181626732;0,221116129;0,231372847;0,252118425;0,24940852;0,272858064;
470;Estonia, Rep. of;EST;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;1100000;1800000;4900000;4300000;4900000;3100000;8000000;9300000;11300000;11300000;13400000;20600000;25200000;48300000;24000000;25700000;21000000;26800000;23500000;17200000;15800000;16200000;16900000;18500000;18200000;19300000;16800000;
471;Estonia, Rep. of;EST;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;0,038439496;0,048913442;0,107150433;0,084306452;0,090624942;0,050229679;0,114497207;0,118886608;0,129225266;0,11557182;0,11813172;0,151817424;0,153646076;0,29064747;0,169829025;0,174342485;0,125920041;0,149581201;0,124267746;0,08579311;0,076582408;0,074489951;0,070908208;0,071339961;0,065550791;0,070271305;0,053426754;
472;Ethiopia, The Federal Dem. Rep. of;ETH;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;;;;;;;;;;;;;;15287979,71;50085732,04;65006823,99;58807110,46;259673120,4;402292981;283418938,8;;
473;Ethiopia, The Federal Dem. Rep. of;ETH;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;;;;;;;;;;;;;;0,00144114;0,0038588;0,004145586;0,003208619;0,011802677;0,014950953;0,008399218;;
474;Ethiopia, The Federal Dem. Rep. of;ETH;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;3500000;;;;;;;;;;;;;;;;;;;;
475;Ethiopia, The Federal Dem. Rep. of;ETH;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;0,005218639;;;;;;;;;;;;;;;;;;;;
476;Ethiopia, The Federal Dem. Rep. of;ETH;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;;;;;;;;;;;;;;0;0;283328027,9;253427018,7;1001245053;1158086650;860924050,6;;
477;Ethiopia, The Federal Dem. Rep. of;ETH;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;;;;;;;;;;;;;;0;0;0,018068267;0,01382742;0,045508644;0,043039527;0,025513781;;
478;Ethiopia, The Federal Dem. Rep. of;ETH;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;;;;;;;;;;;;;;0;0;57462244,75;78364119,21;51227028,95;52273271,3;0;;
479;Ethiopia, The Federal Dem. Rep. of;ETH;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;;;;;;;;;;;;;;0;0;0,003664456;0,004275683;0,002328374;0,001942702;0;;
480;Ethiopia, The Federal Dem. Rep. of;ETH;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;;;;;;;;;;;;;;19968413,34;76470415,87;0;0;79764705,25;74731776,08;25916624;;
481;Ethiopia, The Federal Dem. Rep. of;ETH;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;;;;;;;;;;;;;;0,001882347;0,005891578;0;0;0,00362547;0,002777357;0,000768048;;
482;Ethiopia, The Federal Dem. Rep. of;ETH;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;
483;Ethiopia, The Federal Dem. Rep. of;ETH;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;
484;Ethiopia, The Federal Dem. Rep. of;ETH;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;
485;Ethiopia, The Federal Dem. Rep. of;ETH;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;
486;Fiji, Rep. of;FJI;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;;;13178000;13730000;3350000;;;;;;;;;;;;;;;;
487;Fiji, Rep. of;FJI;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;;;0,257365195;0,249286064;0,057572721;;;;;;;;;;;;;;;;
488;Finland;FIN;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;48000000;37000000;45000000;37000000;62000000;61000000;61000000;65000000;70000000;70000000;81000000;88000000;93000000;89000000;81000000;70000000;67000000;74000000;80000000;138000000;150000000;
489;Finland;FIN;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;0,033188594;0,024918174;0,029654232;0,023305912;0,037647173;0,035281121;0,032607766;0,03345945;0,038515079;0,037205742;0,040909504;0,043773037;0,045516614;0,043016573;0,038318708;0,032181245;0,029606586;0,031696807;0,033353067;0,057986361;0,059658515;
490;Finland;FIN;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;301000000;335000000;368000000;401000000;393000000;427000000;434000000;442000000;459000000;452000000;517000000;543000000;597000000;594000000;619000000;520000000;480000000;496000000;522000000;521000000;499000000;493000000;453000000;462000000;464000000;543000000;579000000;
491;Finland;FIN;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;0,305431816;0,328164337;0,332108982;0,332851902;0,309653629;0,312953489;0,300080206;0,297671161;0,302473163;0,284710062;0,313928847;0,314059816;0,319128464;0,305767894;0,340583338;0,276385515;0,242426691;0,246720753;0,255480347;0,251816121;0,236062161;0,22664791;0,200175872;0,197890877;0,19344779;0,228163723;0,230281867;
492;Finland;FIN;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;134000000;141000000;153000000;149000000;150000000;151000000;148000000;158000000;184000000;181000000;140000000;141000000;136000000;138000000;119000000;103000000;109000000;98000000;92000000;99000000;103000000;
493;Finland;FIN;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;0,092651492;0,094958447;0,100824388;0,093853538;0,09108187;0,087335234;0,079113924;0,081332201;0,101239635;0,09620342;0,070707785;0,070136343;0,06656193;0,066699855;0,056295385;0,047352403;0,048165938;0,041976853;0,038356027;0,041598911;0,040965513;
494;Finland;FIN;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;53000000;57000000;57000000;59000000;65000000;62000000;64000000;64000000;64000000;70000000;68000000;71000000;84000000;73000000;78000000;70000000;69000000;73000000;71000000;73000000;83000000;
495;Finland;FIN;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;0,036645739;0,038387457;0,037562027;0,037163482;0,039468811;0,0358595;0,034211427;0,032944689;0,035213786;0,037205742;0,034343781;0,035316882;0,04111178;0,035283257;0,036899496;0,032181245;0,030490365;0,031268472;0,029600847;0,030673944;0,033011045;
496;Finland;FIN;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;84000000;92000000;90000000;89000000;95000000;101000000;162000000;145000000;132000000;133000000;134000000;138000000;152000000;162000000;145000000;175000000;157000000;162000000;165000000;178000000;183000000;
497;Finland;FIN;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;0,05808004;0,061958703;0,059308463;0,056060167;0,057685185;0,058416283;0,086597674;0,074640311;0,072628434;0,070690911;0,067677451;0,06864408;0,074392745;0,07829983;0,068595217;0,080453112;0,069376627;0,069390308;0,068790701;0,074794001;0,072783388;
498;Finland;FIN;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;115000000;115000000;114000000;118000000;145000000;168000000;162000000;162000000;169000000;66000000;57000000;58000000;57000000;59000000;76000000;75000000;51000000;55000000;56000000;55000000;60000000;
499;Finland;FIN;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;0,07951434;0,077448379;0,075124054;0,074326963;0,088045808;0,097167678;0,086597674;0,083391244;0,092986404;0,0350797;0,02878817;0,028850411;0,027897279;0,028516605;0,035953355;0,034479905;0,022536356;0,023558438;0,023347147;0,023110506;0,023863406;
500;Finland;FIN;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
501;Finland;FIN;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
502;France;FRA;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;512000000;561000000;610000000;616000000;662000000;780000000;898000000;888000000;867000000;981000000;1020000000;1064000000;1118000000;1165000000;1361000000;1510000000;1648000000;1791000000;1834000000;1829000000;1886000000;1712000000;1719000000;1873000000;1961000000;1971000000;2101000000;
503;France;FRA;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;0,042026705;0,044798789;0,047185245;0,045565635;0,047251997;0,052753139;0,058379925;0,055925418;0,05316846;0,057569781;0,057760752;0,057571053;0,057588495;0,058472781;0,070284267;0,07567826;0,08006339;0,085742846;0,086624293;0,085079067;0,085788416;0,076629416;0,07482886;0,079253385;0,080446827;0,085335647;0,084079551;
504;France;FRA;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;7181000000;7518000000;8302000000;8441000000;8932000000;10292000000;11475000000;12037000000;13178000000;14270000000;15326000000;16554000000;16875000000;17795000000;19207000000;19833000000;20406000000;21009000000;21651000000;21995000000;22083000000;21113000000;21477000000;22769000000;24266000000;23973000000;26013000000;
505;France;FRA;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;0,589440955;0,600351682;0,642183455;0,624382349;0,637545066;0,696070906;0,74600182;0,758079113;0,808136062;0,837431977;0,867883606;0,895706033;0,869236;0,893152913;0,991880902;0,993991347;0,991367437;1,005790874;1,022629534;1,023135087;1,004488654;0,945021527;0,93490368;0,963438505;0,995473071;1,037925655;1,041009691;
